client,client_type,task_type,priority,task_text
Client_37,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'reorder'.
Client_39,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_29,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'align'.
Client_6,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_22,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_11,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'replace'.
Client_36,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'copy'.
Client_13,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_2,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_6,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'relocate'.
Client_32,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_27,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not appear'.
Client_8,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_17,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_11,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'not visible'.
Client_20,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_17,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'misconfigured'.
Client_39,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_25,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'critical'.
Client_36,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'misconfigured'.
Client_2,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'error'.
Client_20,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_14,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'adjust'.
Client_16,Retention,New item,Low,A new resource needs to be created from scratch. Issue related to 'copy'.
Client_29,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'alt text'.
Client_19,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_18,Retention,New item,Low,A new resource needs to be created from scratch. Issue related to 'text style'.
Client_14,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'does not appear'.
Client_20,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_36,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_21,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change button'.
Client_18,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'critical'.
Client_39,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'move'.
Client_39,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_36,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'copy'.
Client_6,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_8,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_25,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_13,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'improve visibility'.
Client_23,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'increase space'.
Client_15,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'urgent'.
Client_39,Growth,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'fix style'.
Client_26,Growth,Requested change,High,The client requested a specific change. Issue related to 'urgent'.
Client_11,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_5,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'improve visibility'.
Client_13,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_35,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_4,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change image'.
Client_18,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'spacing'.
Client_3,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'lost'.
Client_35,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_6,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'rewrite'.
Client_28,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_20,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'lost'.
Client_2,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'increase space'.
Client_7,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_34,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_29,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_4,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_9,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_5,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_25,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not work'.
Client_30,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'replace'.
Client_22,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_38,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not appear'.
Client_38,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'tone'.
Client_33,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change button'.
Client_12,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'cuts off'.
Client_38,Retention,Requested change,High,The client requested a specific change. Issue related to 'error'.
Client_10,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not work'.
Client_34,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_36,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reduce size'.
Client_13,Neutral,Requested change,High,The client requested a specific change. Issue related to 'urgent'.
Client_30,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_40,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'critical'.
Client_3,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_30,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_25,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'move'.
Client_24,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not load'.
Client_10,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_3,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_15,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'increase space'.
Client_12,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'replace'.
Client_2,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'replace'.
Client_22,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_24,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_8,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reduce size'.
Client_35,Retention,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_16,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'simplify'.
Client_10,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_9,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'does not appear'.
Client_31,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_33,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not allow to continue'.
Client_34,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_38,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_29,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'lost'.
Client_25,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_9,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_15,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'not responsive / does not adapt'.
Client_28,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'urgent'.
Client_21,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'misconfigured'.
Client_17,Retention,Requested change,Low,The client requested a specific change. Issue related to 'simplify'.
Client_33,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_7,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'broken / is broken'.
Client_22,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'blocks'.
Client_13,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'content adjustment'.
Client_35,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'simplify'.
Client_23,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'text style'.
Client_38,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_10,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_31,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
Client_22,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'remove phrase'.
Client_27,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'change text'.
Client_24,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_32,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change image'.
Client_28,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_21,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'tone'.
Client_22,Retention,New item,Low,A new resource needs to be created from scratch. Issue related to 'rewrite'.
Client_26,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_22,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_6,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_2,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'remove phrase'.
Client_19,Growth,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_30,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_26,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_31,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'text style'.
Client_14,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_11,Retention,Requested change,High,The client requested a specific change. Issue related to 'incomplete'.
Client_30,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'modify text'.
Client_5,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_30,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_30,Retention,Requested change,High,The client requested a specific change. Issue related to 'bug'.
Client_27,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'adjust'.
Client_37,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_18,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'change location'.
Client_14,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'copy'.
Client_8,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'copy'.
Client_21,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_3,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_25,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_3,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'tone'.
Client_21,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not appear'.
Client_6,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change button'.
Client_9,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'adjust'.
Client_2,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_11,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_29,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reduce size'.
Client_29,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_29,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not respond'.
Client_13,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'rewrite'.
Client_6,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'add word'.
Client_13,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not load'.
Client_11,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'replace'.
Client_21,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_28,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_12,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'broken / is broken'.
Client_30,Growth,Requested change,High,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_3,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_7,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_39,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_22,Growth,Requested change,Low,The client requested a specific change. Issue related to 'fix style'.
Client_31,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change button'.
Client_25,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_15,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_16,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'urgent'.
Client_19,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_16,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'add word'.
Client_9,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_19,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'add word'.
Client_22,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'fix style'.
Client_16,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_34,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_32,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_14,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_16,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_11,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'increase space'.
Client_20,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'rewrite'.
Client_18,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not allow to continue'.
Client_26,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'incomplete'.
Client_40,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'content adjustment'.
Client_31,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_20,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_17,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not respond'.
Client_36,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_13,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_24,Retention,New item,Low,A new resource needs to be created from scratch. Issue related to 'improve writing'.
Client_24,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'change location'.
Client_27,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'adjust'.
Client_13,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'content adjustment'.
Client_23,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_4,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'increase space'.
Client_31,Growth,Requested change,High,The client requested a specific change. Issue related to 'does not work'.
Client_10,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'tone'.
Client_17,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_25,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'broken / is broken'.
Client_28,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_33,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change image'.
Client_6,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'improve visibility'.
Client_14,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'move'.
Client_11,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'lost'.
Client_34,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'adjust'.
Client_12,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_33,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reduce size'.
Client_12,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reduce size'.
Client_17,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'replace'.
Client_11,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_5,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_1,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'relocate'.
Client_7,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_18,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'alt text'.
Client_28,Retention,Requested change,Low,The client requested a specific change. Issue related to 'text style'.
Client_16,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'relocate'.
Client_23,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not respond'.
Client_9,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'simplify'.
Client_16,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'broken / is broken'.
Client_1,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_3,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'increase space'.
Client_39,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_7,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_34,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'does not appear'.
Client_20,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'critical'.
Client_8,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_6,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_25,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'fix style'.
Client_31,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_6,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'alt text'.
Client_39,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_36,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'rewrite'.
Client_17,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_38,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_21,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reduce size'.
Client_25,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'content adjustment'.
Client_9,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_35,Neutral,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_15,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_10,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'delete'.
Client_33,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_14,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'not responsive / does not adapt'.
Client_10,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'content adjustment'.
Client_15,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'content adjustment'.
Client_12,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'bug'.
Client_2,Retention,Requested change,High,The client requested a specific change. Issue related to 'urgent'.
Client_23,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_19,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_7,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_20,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_31,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_1,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_25,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'adjust'.
Client_4,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'not visible'.
Client_8,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'update'.
Client_26,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_20,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change color'.
Client_6,Neutral,New item,High,A new resource needs to be created from scratch. Issue related to 'critical'.
Client_24,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'urgent'.
Client_33,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'does not load'.
Client_38,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'improve writing'.
Client_28,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_35,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_32,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'rewrite'.
Client_8,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'critical'.
Client_21,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_6,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not load'.
Client_33,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_16,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'change button'.
Client_9,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not allow to continue'.
Client_39,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'relocate'.
Client_16,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'broken / is broken'.
Client_9,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_9,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'blocks'.
Client_17,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_17,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_18,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'alt text'.
Client_33,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_28,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_35,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not appear'.
Client_24,Neutral,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_18,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'rewrite'.
Client_25,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_38,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not allow to continue'.
Client_37,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'relocate'.
Client_11,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_31,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'incomplete'.
Client_10,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_4,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'rewrite'.
Client_39,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not allow to continue'.
Client_30,Retention,Requested change,Low,The client requested a specific change. Issue related to 'copy'.
Client_15,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'remove phrase'.
Client_21,Neutral,Copy revision,Urgent,Review and correct the client's text. Issue related to 'misconfigured'.
Client_6,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'cuts off'.
Client_36,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'remove phrase'.
Client_33,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'spacing'.
Client_35,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'broken / is broken'.
Client_1,Neutral,Requested change,High,The client requested a specific change. Issue related to 'incomplete'.
Client_39,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'fix style'.
Client_34,Neutral,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_33,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_11,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'misconfigured'.
Client_35,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'urgent'.
Client_19,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_26,Growth,Requested change,Low,The client requested a specific change. Issue related to 'fix style'.
Client_33,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_32,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'align'.
Client_20,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_26,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'broken / is broken'.
Client_6,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'urgent'.
Client_1,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not respond'.
Client_24,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'copy'.
Client_18,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change button'.
Client_11,Growth,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'broken / is broken'.
Client_8,Growth,Copy revision,High,Review and correct the client's text. Issue related to 'lost'.
Client_22,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_18,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_21,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change color'.
Client_9,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'tone'.
Client_10,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'increase space'.
Client_4,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not work'.
Client_28,Retention,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_16,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_17,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_13,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_40,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_26,Growth,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'remove phrase'.
Client_2,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change color'.
Client_27,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'lost'.
